Company,Location,Sector,About,Amount,Stage,Funding Year
Fanspole,Thane,Entertainment,Indias only social fantasy gaming platform,,Pre-Seed,2020
Sarva,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,,,2020
Univ.Ai,Bengaluru,Edtech,A distributed global educational powerhouse that draws on technology,,,2020
Purohitji,Bengaluru,Linguistic Spiritual,App for Hindu Puja Products  Services,,,2020
Credolab,Singapore,Tech,AI credit scoring platform,7000000.0,Series A,2020
Brick&Bolt,Bengaluru,Construction And Real Estate,A construction company doing house construction building construction commercial construction,2200000.0,Series A,2020
Grinntech,Chennai,Battery Manufacturer,Leading on all fronts of battery design,2000000.0,,2020
6Degree,Mumbai,Fashion,Indias leading fashion business platform,340000.0,,2020
Exprs,Madhapur,Nano Distribution Network,Nano Distribution Centres enabling seamless connectivity of businesses  Consumers,5660000.0,,2020
Bikayi,Hyderabad,E-Commerce,Provides free whatsapp integrated ECommerce Store,2000000.0,Seed round,2020
Virtual Forest,Bengaluru,Tech,Tracking seasonal change in virtual forest,,,2020
The Health Company,Gurugram,Ai Health,Organic superfoods  free personal health coaching that actually work,350000.0,,2020
Trulymadly Matchmakers,Gurugram,Dating App,One of the best dating Apps in India connecting singles across the country,110000.0,Pre-series A,2020
Truefan,Mumbai,Media,Enables users to play quizzes around celebrities and winners get a personalised video message from stars,4300000.0,Seed round,2020
Fanspole,Mumbai,Gaming,A free app that users can use to create contests and play,,Pre-seed Round,2020
Byju'S,Bengaluru,Edtech,Provides online learning classes,122000000.0,,2020
Avail Finance,Bengaluru,Fintech,Instant online loan app,11635000.0,Series B,2020
The Money Club,Delhi,Ai,AI based chit fund cashier app,,,2020
Virohan,Gurugram,Healthcare/Edtech,Healthcare training company,2800000.0,Seed Round & Series A,2020
Onecode,Gurugram,Social Commerce,Connects newage digital first brands with relevant sellers,,Seed round,2020
Verloop.Io,Bengaluru,Ai,Helps automate customer service using Artificial Intelligence,5000000.0,,2020
Otipy,Gurugram,Agritech/Commerce,Connects consumers with farmers thorugh women resellers,1000000.0,Pre Series A,2020
Evage,Chandigarh,Mobility Tech,Develop emissionsfree electric commercial vehicles,,,2020
Lead School,Mumbai,Edtech,Offers an integrated system for schools by helping them digitize the entire curriculum,28000000.0,Series C,2020
Trell,Bengaluru,Social E-Commerce,Allows users to share their travel experiences,11000000.0,Series A,2020
Captain Fresh,Bengaluru,Food & Logistics,Sea food Supply chain,2300000.0,Pre Series A,2020
Teachmint,Bengaluru,Edtech,Empowers tutors with tools to deliver effective learning outcomes for students and parents,,,2020
Pixxel,Bengaluru,Spacetech,Indian Earth observation startup,5000000.0,Seed round,2020
Habbit Health,Delhi,Nutrition Tech,Applies modern science for healthier life through proprietary foods  digital ecosystem,,Pre seed Round,2020
Smarterbiz,Bengaluru,Tech,An endtoend CX platform enabled with the gig workforce,1065000.0,Pre Series A,2020
Able Jobs,Bengaluru,Hr,Provides end to end hiring support to companies,2000000.0,,2020
Vieroots,Kochi,Healthtech,Personalised lifestyle management using epigenetic science,,,2020
Stack Finance,Bengaluru,Fintech,It automates invesments expenses borrowing under a single platform,,Seed round,2020
Fpl Technologies,Pune,Fintech,OneScore app is built by FPL  Free credit scoring and monitoring,10000000.0,Series A,2020
Masai School,Bengaluru,Edtech,It trains tech aspirants in full stack wed and android development,2500000.0,Series A,2020
Mitron,Bengaluru,Media,Short Video and Social Platform,5000000.0,Series A,2020
Daalchini,New Delhi,Iot,Physical and Digital vending machines startup,669000.0,Pre Series A,2020
Suno India,Hyderabad,Media,Multilingual podcast platform,,Angel Round,2020
Lendingkart,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,16076000.0,Series D,2020
Text Mercato,Bengaluru,E-Commerce Technology,Cataloguing startup that serves ecommerce platforms,649600.0,Series A,2020
Eden Smart Homes,New Delhi,Iot,Develops smart home automation systems,,,2020
Grayquest,Mumbai,Edtech,Enables parents to pay their annual education fees in up to 12 monthly installments,1000000.0,Pre Series A,2020
Bighaat,Bengaluru,Agritech,Agriinputs ecommerce player,2000000.0,Pre Series A,2020
Citycash,Mumbai,Fintech,Focusses on creating a transit led micropayments ecosystem,1000000.0,Seed round,2020
Homelane,Chennai,Interior Design,Provides interior designing solutions,1000000.0,Series D,2020
Hungerbox,Bengaluru,Foodtech,Offers B2B tech platform to corporates aimed at improving the operations of their cafeterias,6700000.0,Series C,2020
Daveai,Bengaluru,Ai,Sales augmentation platform with a vision to democratise AI for enterprises,,,2020
Eduvanz,Mumbai,Fintech,Digital finance NBFC that provides affordable education loans,5000000.0,Series A,2020
Ziploan,Delhi,Fintech,Provides loans to MSMEs,2000000.0,,2020
Docsumo,Mumbai,Ai,Platform helps to automate and analyse financial data,220000.0,Seed round,2020
Cusmat,Warangal,Ar/Vr,It builds high immersion training systems for enterprises,,,2020
Chingari,Bengaluru,Media,Short video platform,1300000.0,Seed round,2020
Bolo Indya,Gurugram,Media,Usergenerated content platform,300000.0,Pre series A1,2020
Data Sutram,Kolkata,Ai,Platform gathers intel from external data to provide locationbased data intelligence,266500.0,,2020
Wobot Intelligence,Delhi,Ai,AI backed video analytics platform,2500000.0,Pre Series A,2020
Drinkprime,Bengaluru,Water Technology,Subscriptionbased Water purifier startup,2879000.0,Pre Series A,2020
Infeedo,Gurugram,Hr Tech,An employee engagement HR analytics platform,700000.0,,2020
Probus Smart Things,Delhi,Iot,Platform for monitoring distribution substation performance and operations,,Seed round,2020
Crowdpouch,Bengaluru,Tech,A rewardbased fundraising and preselling platform,,Angel Round,2020
Rebel Foods,Mumbai,Food Tech,Cloud kitchen platform,26500000.0,Series E2,2020
Hevo,Bengaluru,Tech,Data pipeline startup,8000000.0,Series A,2020
Bigspoon Foods,Ahmedabad,Foodtech,Cloud kitchen startup,2000000.0,Pre series A,2020
Chingari,Bengaluru,Media,Homegrown short video platform,1000000.0,Seed Round,2020
Sharechat,Bengaluru,Media,Indian social network platform,351000.0,,2020
Datstop,Delhi,Hospitality,It offers urban social space,,,2020
Iphm Services,Mumbai,Mental Health,It helps design programs and workshops for the psychological wellbeing of individuals,,Seed Round,2020
Wellcure,Gurugram,Healthtech,It caters to all health and wellness needs,200000.0,,2020
Vilcart,Bengaluru,Ecommerce,Retail industry in rural India through technology supply chain and logistics facilities,,Bridge Round,2020
Firescore,Mumbai,Gaming,Game development studio,500000.0,,2020
Bulbul,Gurugram,Social Commerce,A video and livestream led commerce platform that makes online shopping engaging,,,2020
Toppr,Mumbai,Edtech,It provides AIbased after school learning app for K12,46761000.0,Series D,2020
Pickright Technologies,Bengaluru,Fintech,Marketplace for stock market investors and advisors,175000.0,Seed Round,2020
Muse Wearables,Chennai,Tech,It sells the worlds first paymentenabled hybrid smartwatches,3000000.0,,2020
Satya Microcapital,Delhi,Fintech,Microfinance company that offers collateralfree credit to micro enterprises,,,2020
Wyn Studio,Gurugram,Media,It creates video content and podcasts,,Seed Round,2020
Fourth Partner Energy,Bengaluru,Solar Solution,Largest startup in the distributed solar sector,15000000.0,,2020
Entri,Kochi,Edtech,Local language learning startup,1700000.0,Pre series A,2020
Snack Amor,Mumbai,Foodtech,Healthy snack startup,,,2020
Mpowered,Gurugram,Saas,Asset Management Solutions,21000000.0,Pre series A,2020
Leap Club,Gurugram,Professional Networking,Community led professional network for women,,,2020
Ather Energy,Bengaluru,Automobile,Electric scooter manufacturer,11241000.0,Series C,2020
Gigforce,Bengaluru,Hr Tech,Provides staffing solutions for businesses,804000.0,,2020
Vegrow,Bengaluru,Agritech,It is building an assetlight farm by partnering with small farms on a profitsharing model,2500000.0,Seed Round,2020
Finn,Bengaluru,Fintech,Neobanking startup that digitises all banking transactions,,Pre series A,2020
Bijnis,New Delhi,B2B Marketplace,Provides a platform for manufacturers and retailers in digital transaction,10000000.0,Series A,2020
Inurture,Bengaluru,Edtech,It provides a conducive and healthy teaching learning environment,1340000.0,,2020
Styledotme,Gurugram,Fashion Tech,mirrAR helps jewellers sell jewellery with no physical inventory,467000.0,Pre series A,2020
Ripsey,Mumbai,Nutrition Tech,It plans meals in consultation from fitness experts and nutritionists and prepares them inhouse,133000.0,,2020
Thrivefnc,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition,,Seed Round,2020
Vedantu,Bengaluru,Edtech,Onine learning platform,100000000.0,Series D,2020
Magicpin,Gurugram,Hyperlocal Services,It is a local discovery rewards and commerce platform,7000000.0,Series D,2020
Procol,Delhi,Agritech,Commodity procurement platform,3823000.0,,2020
Yumlane,Mumbai,Cloud Kitchen,Online retailer that offers a range of onthego hot snacking and meals,1000000.0,Pre series A,2020
Crio,Bengaluru,Edtech,A learning platform for developers,934000.0,,2020
Openapp,Bengaluru,Iot,Security solutions startup,500000.0,,2020
Pumpumpum,Gurugram,Iot/Automobile,Offers leased car services,293000.0,,2020
Ufony Services Pvt Ltd,Pune,Edtech,School Diary a platform that brings education to smartphones,,,2020
Protinus Fashion Networking Pvt Ltd,Mumbai,Fashion,Owns and operates fashion commerce and retail management platform 6Degree,,Pre series A,2020
Uable,Bengaluru,Edtech,Online life skills development platform for children,,Seed Round,2020
Parksmart,Delhi,Iot,Parking spot reservation platform,198000.0,,2020
Plum,Bengaluru,Healthtech,Provides health benefits to corporates,927000.0,Seed Round,2020
Incnut Digital,Hyderabad,Ecommerce,Owns and Operates two womencentric digital media platforms  Stylecrazecom and Momjunctioncom,4000000.0,Series A,2020
Gigindia,Pune,Tech,Marketplace that provides ondemand work completion for companies through workforce of jobseekers,971000.0,Pre series A,2020
Specsmaker,Chennai,Eye Wear,Online optical chain for eye wears,3060000.0,,2020
Piggy Ride,Bengaluru,Saas,Offers parents and kids a platform to browse and book extracurricular interestbased activities,1862000.0,Pre series A,2020
Chai Waale,Chennai,Beverage,Tea Brand,232000.0,,2020
Noto,Mumbai,Food,A brand that makes healthy icecream,,Pre seed round,2020
Cuemath,Bengaluru,Edtech,It helps students to learn math online,2888000.0,Series B,2020
Cars24,Gurugram,Automobile,Online platform for selling used cars,1328000.0,,2020
Jetsynthesys,Pune,Digital Tech,Digital entertainment and technology company,40000000.0,,2020
Earth Energy Ev,Mumbai,Automobile,Electric vehicles startup,,Seed Round,2020
Green Cure,Delhi,Health & Wellness,It sells herbal OTC products,,,2020
Blue Sky Analytics,Gurugram,Data Intelligence,It is building AIpowered infrastructure to analyse air quality pollution etc,1200000.0,Seed Round,2020
Edhusk,Jaipur,Edtech,Provieds personalised learning to students by leveraging technologydriven models,,,2020
Decentro,Bengaluru,Fintech,Automated APIbased platform that enables financial integrations,15500000.0,Series A,2020
Zolostays,Bengaluru,Co-Living,It offers affordable housing apartments to young professionals and students,56000000.0,Series C,2020
Frontier Markets,Jaipur,Ecommerce,Women entreprenuers sells products and services to rural India,2250000.0,Pre series A,2020
Brainwired,Kerala,Agritech,Indias first livestock health monitoring company,,,2020
Aye Finance,Gurugram,Fintech,A finance lender to SMEs,16753000.0,Series E,2020
Paper Boat,Gurugram,Food & Beverages,Ecommerce platform for beverages and snacks,3700000.0,,2020
Ken42,Bengaluru,Edtech,A platform that caters to evolving needs of institutions,1470000.0,,2020
Forbidden Foods,Delhi,Food,Packaged snacks company,1000000.0,Seed Round,2020
Universal Sportsbiz,Bengaluru,Fashion,Indian fashion industry with ontrend products,530000.0,,2020
Gobbly,Gurugram,Retail Tech,A contactless retail store filled with fruits and veggies,500000.0,Seed Round,2020
Aerostrovilos,Chennai,Automotive,Manufactures micro gas turbines for powerbased application,,,2020
Mitron,Bengaluru,Media,Short Video and Social Platform,267000.0,Seed Round,2020
Bulk Mro,Mumbai,B2B,A full stack B2B platform for industrial supplies,3344000.0,,2020
Inspektlabs,Delhi,Ai,Focuses on building computer vision products for physical asset inspections,600000.0,Pre series A,2020
Big Bang Boom Solutions,Chennai,Defense Tech,It developed integrated intellectual properties for defense,1000000.0,Series A,2020
Flinto,Chennai,Edtech,It is an educational subscriptionbox focussed at activitybased learning for the ages 212,7200000.0,Pre series B,2020
Zetwerk,Bengaluru,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,21000000.0,Series C,2020
Chitmonks,Hyderabad,Fintech,Offers enterprise private platform for chit fund firms,650000.0,Pre series A,2020
Walrus,Bengaluru,Fintech,It provides banking solutions for teens and young adults,,Pre-Seed,2020
Arth Designbuild,Hyderebad,Construction Tech,Construction technology and solutions provider,1100000.0,,2020
Godutch,Mumbai,Fintech,Group Payments platform,1700000.0,Seed Round,2020
Rusk Media,Delhi,Digital Media,It creates video content,,Seed Round,2020
Bold Care,Mumbai,Health & Wellness,Digital platform that offers sexologist consultations for  men,,Pre-seed Round,2020
Samosa Party,Bengaluru,Food,Provides quality Indian Snacks,,,2020
High Street Essentials,New Delhi,Ecommerce,The parent company of womens fashion brands FabAlley and Indya,2743000.0,Pre series C,2020
Byju'S,Bengaluru,Edtech,Provides online learning classes,,,2020
Slice,Bengaluru,Fintech,A financial platform for youngsters,6082000.0,Pre series B,2020
Bombay Play,Bengaluru,Gaming,It designs and creates online multiplayer games,1500000.0,Pre series A,2020
Fullife,Mumbai,Healthtech,It sells sports nutrition supplements through a brand called FastUp,6609000.0,,2020
Oziva,Mumbai,Nutrition,Clean Label Active Nutrition Brand,5000000.0,Series A,2020
Aye Finance,Gurugram,Fintech,A finance lender to SMEs,27700000.0,Series E,2020
Aether Biomedical,Delhi,Medtech,Medical robotics startup focussed on developing rehabilitation devices,,Seed Investment,2020
91Springboard,Delhi,Coworking,It offers collaborative workspace with varied amenities,5940000.0,,2020
Yulu,Bengaluru,Micro-Mobiity,The electric and scooter rental startup,3964000.0,,2020
Milkbasket,Gurugram,Logistics,Hyperlocal delivery service startup,5500000.0,,2020
Mergerdomo,Noida,Marketplace,Global online corporate deal sourcing and consulting marketplace,197000.0,,2020
Gomechanic,Delhi,Auto-Tech,Find automobile repair and maintenance service providers,,Series B,2020
Milk Mantra,Odisha,Food,Produces Dairy Products,10000000.0,,2020
Myglamm,Mumbai,Beauty,Ondemand beauty services provider,4327000.0,,2020
Drishti Technologies,Bengaluru,Ai,AIbased video analytics data and insights bring benefits to manufacturers,25000000.0,Series B,2020
Instasolv,Noida,Edtech,It is a doubtsolving app for students from Class 6 to 12,2000000.0,Pre series A,2020
Goldenpi,Bengaluru,Fintech,An online aggregator of bonds and debentures available in the secondary market,459000.0,,2020
Peppermint,Mumbai,Robotics,Industrial robotics startup,,Seed Round,2020
Sarva,Mumbai,Yoga & Wellness,It drives a cultural change in making yogabased wellness a part of modern lifestyle,,,2020
Jai Kisan,Mumbai,Fintech,A platform that caters the need of customers in rural areas,3937000.0,Pre series A,2020
Agro2O,New Delhi,Agritech,It develops products focused on making hydroponicsbased farming,,,2020
Letstransport,Bengaluru,Logitech,Offers techno logistics solutions,1313500.0,,2020
Gabbardeals,Pune,Ecommerce,OnlinetoOffline platforms for mobile phones  accessories,,,2020
Crimson Healthcare,Delhi,Med Tech,It innovates cutting edge solutions for various problems in the healthcare system,229800.0,,2020
Biomoneta,Bengaluru,Life Sciences,It develops germicidal technologies,,Seed Round,2020
Edvizo,Bengaluru,Edtech,Online marketplace to search compare and enrol in the best institutes for competitive exam preparation,150000.0,Seed Round,2020
Servify,Mumbai,Technology Services,Operates device management and support platform,11370000.0,Series C,2020
Drum Food,Mumbai,Food,It runs yoghurt brand Epigamia,5305000.0,,2020
Innoviti,Bengaluru,Fintech,Digital payments solutions company,,Series C,2020
Jiffy Ai,Bengaluru,Ai,Enterprise automation startup,18000000.0,Series A,2020
Postman,Bengaluru,Tech,API development platform startup,150000000.0,Series C,2020
F5,Bengaluru,Retail Aggregator,It provides opportunities for its partner vendors to upsell and crosssell their products,,,2020
Waycool,Chennai,Agritech,Food development and distribution services,5500000.0,Series C,2020
Myelin Foundry,Bengaluru,Deep Tech Ai,It builds AI based algorithms on video voice and sensor,,,2020
Ameliorate Biotech,Bengaluru,Biotech,Their products address the needs in Early Stage Diagnostics BioSimilars and Nutraceuticals,264000.0,Angel Round,2020
Hapramp,Gurugram,Blockchain,Startup working on technologies like blockchain and social media,1000000.0,,2020
Mykaam,Bengaluru,Hrtech,Online job searching and recruiting platform,,,2020
Healthplix,Bengaluru,Healthtech,It provides clinical software for doctors,6000000.0,Series B,2020
Yolobus,Gurugram,Mobility/Transport,Intercity bus service startup,3300000.0,Series A,2020
Inurture Education,Bengaluru,Edtech,It provides a conducive and healthy teaching learning environment,4000000.0,,2020
Pocket52,Bengaluru,Gaming,An online poker playing platform,1750000.0,Series A,2020
Quaqua,Hyderabad,Travel,Virtual travel guide platform,1000000.0,,2020
Crofarm,Delhi,Agritech,Supply chain that supports farmers and provides businesses with freshest produce,1000000.0,,2020
Timios,Bengaluru,Foodtech,Provides healthy snacks for kids,,Pre series A,2020
Wooden Street,Jaipur,Ecommerce,It enables to order custom furniture online,3000000.0,Series A,2020
Bankbazaar,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,5967000.0,Series D1,2020
Rentmojo,Bengaluru,Rental,Rental platform for furniture appliances  electronics,2980000.0,,2020
Credgencies,Gurugram,Ai & Debt,Techenabled platform for resolution of nonperforming assets,,Seed Round,2020
Knorish,Delhi,Saas/Edtech,Allinone knowledge commerce SaaS platform,323000.0,Pre series A,2020
Letstransport,Bengaluru,Logitech,Offers techno logistics solutions,1326000.0,,2020
Vahak,Bengaluru,Transport,It enables logistic companies to conncet with transporters,,Seed Round,2020
Nutrova,Mumbai,Nutrition,Nutraceutical company developing evidencebased nutrition and nutraceutical products,,Pre series A,2020
Cube Wealth,Mumbai,Saas,A digital wealth management services,500000.0,Mid series,2020
Ivf Access,Bengaluru,Healthtech,It provdes IVF treatments,5000000.0,Series A,2020
Hoi Foods,Delhi,Foodtech,Quality food solution,2000000.0,Pre series A,2020
Ola Financial Services,Bengaluru,Fintech,It operates Ola Money,27000000.0,Series A,2020
Awifs,Delhi,Co-Working,Provides office space solutions,5200000.0,,2020
Dunzo,Bengaluru,Logistics,Indiabased hyperlocal delivery startup,55000000.0,,2020
Swiflearn,Gurugram,Edtech,Learning platform for K10 students looking for personalised learning,,Seed Round,2020
Remedo,Delhi,Healthtech,The platform connects doctors with patients,,Pre series A,2020
Blowhorn,Bengaluru,Logistics,Tech platform that connects logistics service seekers with minitruck drivers,,,2020
Toch,Mumbai,Ai,Helps online video creators media companies advertisers and OTT platforms optimise their videos,1000000.0,Pre series A,2020
Gram Cover,Noida,Insurtech,It provides insurance products in rural areas,,Pre series A,2020
Coin Dcx,Mumbai,Cryptocurrency,Hybrid crypto exchange platform,2500000.0,,2020
Homecapital,Mumbai,Fintech,Home Down Payment Assistance Program,,,2020
Euler Motors,Delhi,Automotive Tech,Startup focusses on electric vehicles,2530000.0,Series A,2020
Riskcovry,Mumbai,Insurtech,Offers various insurance products,,Pre series A,2020
Nwnt (No Worry No Tension Healthcare),Delhi,Healthtech,Mental healthtech startup,,Pre series A,2020
Voicezen,Gurugram,Ai,Conversational AI startup,,,2020
Leap Club,Gurugram,Professional Networking,Community led professional network for women,340000.0,Pre seed round,2020
Credit Mantri,Chennai,Fintech,Offers free credit score and a detailed credit analysis report,792000.0,,2020
Xtracap,Gurugram,Fintech,Offers online payment solutionschemes order management insurance etc,1000000.0,,2020
Tring,Mumbai,Media,Celebrity engagement platform,,,2020
Vakilsearch,Chennai,Legal,Online platform for legal tax and compliance services,,,2020
Khatabook,Bengaluru,Fintech,It helps SMEs to maintain their accounts and ledger online,60000000.0,Series B,2020
Lendingkart,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,11363000.0,Series D,2020
Illumnus,Gurugram,Edtech,Offers Collaborative learning management system for educational institutions,100000.0,Seed Round,2020
Letstransport,Bengaluru,Logitech,Offers techno logistics solutions,1715000.0,,2020
Eggoz,Bihar,Agritech,Provides technology backed deep integration services to egg farmers,329000.0,Seed Round,2020
Winuall,Bengaluru,Edtech,It helps coaching institutes in digitization,,,2020
Indian School Finance Company,Hyderabad,Fintech,NBFC that provides funding to education system,5271000.0,Seed Round,2020
Juicy Chemistry,Coimbatore,Organic Skincare,It focuses on organic based skincare products,650000.0,Series A,2020
Deeptek,Pune,Healthtech,AI enabled radiology platform,,,2020
Stepathlon Lifestyle,Mumbai,Fitness,It organises corporate wellness programs,,,2020
Sindhuja Microcredit,Noida,Fintech,It provides financial services to self employed women entrepreneurs,8700000.0,,2020
Rentmojo,Bengaluru,Rental,Rental platform for furniture appliances  electronics,3226000.0,,2020
Tesco Charge Zone,Gujarat,Ev,Operates electric vehicle charging zone,,,2020
Intello Labs,Gurugram,"Supply Chain, Agritech",Standardisation and Quality control of fruits  vegetables,5900000.0,Series A,2020
Sirionlabs,Gurugram,Saas,Provides procurement outsourcing services  contract management software,44000000.0,Series C,2020
Magicpin,Gurugram,Hyperlocal Services,It is a local discovery rewards and commerce platform,3879000.0,,2020
Grocurv,Gurugram,B2B,It offers a wide range of business related services like Branding marketing sales etc,,Seed Round,2020
Refrens,Bengaluru,Saas,Offers a free invoicing payments and expense management system,1000000.0,Seed Round,2020
Shiprocket,New Delhi,Logitech,Tech enabled logistics aggregator,13000000.0,Series C,2020
Spyne,Gurugram,Ai,Helps online businesses with visual content,,Pre series A,2020
Nykaa,Mumbai,Ecommerce,Deals in cosmetic and wellness products,8800000.0,,2020
Docsapp,Bengaluru,Healthtech,Online doctor consultation app,9500000.0,,2020
Phable,Bengaluru,Healthtech,It creates an engagement loop between doctors hospitals and patients via its app,1000000.0,Pre series A,2020
Generic Aadhaar,Thane,Pharma,It provides a platform for entrepreneurs to access generic  medicine at low cost,,,2020
Nium,Mumbai,Fintech,Open global money platform,,,2020
Mintoak,Mumbai,Fintech,Merchant payment solutions startup,2000000.0,Pre series A,2020
Vestspace,Pune,Spacetech,It builds small satellite paltforms,10000000.0,,2020
Blackbuck,Bengaluru,Logistics,Provides trucking services,,,2020
Vernacular Ai,Bengaluru,Ai,It offers Multiligual AI platform,5100000.0,Series A,2020
Clover,Bengaluru,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,920000.0,,2020
Varthana,Bengaluru,Fintech,Offers secured and unsecured loans,15000000.0,Series D,2020
Codeninja,Bengaluru,Saas,AIpowered nocode platform which can generate application development code,,Seed Round,2020
Metamerphosys,Pune,Insurance Technology,Digital insurance platform for businesses,,Pre series A,2020
Rooter,Delhi,Gaming,Live sports engagement platform,1700000.0,Pre series A,2020
Aker Foods,Pune,Foodtech & Logistics,Ai driven supply chain platform,,,2020
Sascan Meditech Pvt Ltd,Kerala,Healthtech,They are developing technology that can detect early cancerous cells,,,2020
Dailyhunt,Bengaluru,Media,News aggregator,35600000.0,,2020
Pratilipi,Bengaluru,Media,A digital platform that connects readers and writers in various languages,9400000.0,Series C,2020
Biryani By Kilo,Delhi,Food,Online paltform to order biryani,790000.0,Series B,2020
Consure Medical,Delhi,Healthtech,Novel platform technologies to manage diagnose and treat various GI disorders,480000.0,,2020
Servify,Mumbai,Technology Services,It is a technology company which serves as a platform for brands to offer endtoend solutions to their users,250000.0,,2020
Tessol,Mumbai,Logistics,It provides end to end cold chain logistics solutions,160000.0,Series A,2020
Remedo,Noida,Healthtech,It helps doctors engage with patients improve patient experience,,Pre series A,2020
News Reach,Ahmedabad,Media,It is a platform that digitalises local newspaper publishers reporters stringers by aggregating their content,,,2020
Roomsoom,Noida,Housing,It provides coliving and student rooms,,,2020
Pedagogy,Ahmedabad,Edtech,It has a single subscription model that allows users to access books and digital courses,400000.0,,2020
Classplus,Noida,Edtech,It provides mobilefirst software for coaching institutes tuition centres and private tutors,8200000.0,Series B,2020
Medlife,Bengaluru,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,15500000.0,,2020
Qin1,Noida,Edtech,It is alearning platform for kids in the age group 5 to 14 yrs,,,2020
Mysun,Delhi,Tech,Platform for rooftop solar energy solutions,4257000.0,Pre series A,2020
Shopx,Bengaluru,Ecommerce,B2B retail operating system,1410000.0,,2020
Sarva,Mumbai,Yoga & Wellness,It drives a cultural change in making yogabased wellness a part of modern lifestyle,,,2020
Expertrons,Mumbai,Ai,AI video bot platform for career hacks,,Seed Round,2020
Newsbytes,Gurugram,Digital Media,News portal,1500000.0,Series A,2020
Wagonfly,Bengaluru,Retail Technology,Contactless shopping and delivery experience by using radio frequency to tag retail items,500000.0,,2020
Nira,Bengaluru,Fintech,It offers access and credit to working Indians,2100000.0,Pre series A,2020
Convosight,Hyderabad,Data Analytics,It helps business gain insights from its community on Facebook groups,4000000.0,Pre series A,2020
Fittr,Pune,Fitness,Fitness Social Network  Consultation Platform,2000000.0,,2020
Asknbid,Bengaluru,Investment Tech,It builds algorithmic investingbased tech products,,,2020
Bira91,Bengaluru,Beverage,Craft beer maker,20000000.0,Series C,2020
Finaureus Technologies,Pune,Fintech,Provides investment management solutions,,Pre series A,2020
Daily Ninja,Haryana,Ecommerce,Online Milk Delivery startup,349800.0,,2020
Guvi Geek Network Pvt Ltd,Chennai,Edtech,Operates vernacularlanguage based education,786000.0,Pre series A,2020
Loadshare,Bengaluru,Logistics,Provides technology based solutions to SMEs in logistics,2004000.0,Series B,2020
Vedantu,Bengaluru,Edtech,Onine learning platform,6800000.0,Series C,2020
Indusface,Bengaluru,It,It provides IT security solutions,5000000.0,,2020
Dmi Group,Delhi,Financial Services,PanIndia Credit providing platform,123000000.0,,2020
Spintly,Goa,Iot,It is a wireless cloudbased access control system,248000.0,Pre series A,2020
Credr,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,,,2020
Bijak,Gurugram,Agritech,It is a platform that gives agricultural commodity at better prices increased working capital and optimised logistics,12000000.0,Series A,2020
Bugworks,Bengaluru,Biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,7500000.0,,2020
Drinkprime,Bengaluru,Water Technology,Water purifier subscription service,,Seed Round,2020
Yap,Chennai,Fintech,Banking and payment productsfocused API platform,4500000.0,Series A,2020
Uzhavarbumi,Tamil Nadu,Dairy,Provides fresh dairy products,,,2020
Tattva,Delhi,Beauty & Wellness,Sells its organic and beauty products via marketplace,150000.0,,2020
Pariksha,Pune,Edtech,Platform for vernacular testpreparation,,Pre series A,2020
Dailyhunt,Bengaluru,Media,News aggregator,24000000.0,,2020
Nobroker,Bengaluru,Real Estate,Online real estate rental startup,30000000.0,,2020
Box8,Mumbai,Foodtech,Enables to order food online,4000000.0,,2020
Capital Float,Bengaluru,Fintech,Online platform that provides working capital finance to SMEs,15000000.0,,2020
Itilite,Bengaluru,Travel & Saas,Platform for business travel,13000000.0,Series B,2020
Morning Context,Singapore,Digital Media,A subscriptiononly digital media publisher,,Seed Round,2020
Aavenir,Ahmedabad,Saas,SourcetoPay Software,2000000.0,Seed Round,2020
Savvy Co Op,New York,Healthcare,It connects patients with healthcare companies,,,2020
Blive,Bengaluru,Tourism & Ev,It offers experiential guided tours on smart electric bikes,,Pre series A,2020
Yellow Messenger,Bengaluru,Ai,It offers conversational chatbots,20000000.0,Series B,2020
Toch,Mumbai,Media Tech,AI based Video object detection and Tagging platform,400000.0,,2020
Ewar,Bengaluru,Gaming,Esports and realtime gaming startup,200000.0,,2020
Setu,Bengaluru,Fintech,Offers open APIs across four categories bills savings credit and payments,14259000.0,Series A,2020
Wellthy Therapeutics,Bengaluru,Healthtech,It offers a digital therapeutics service,4000000.0,Pre series A,2020
Power Gummies,Delhi,Health,Offers health supplements related gummies,,,2020
Locale Ai,Bengaluru,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,,,2020
Fareye,Delhi,Logistics,It enables businesses to execute track predict and oprimize the movements of goods,24500000.0,Series D,2020
Rebel Foods,Mumbai,Food Tech,It runs internet kitchen,50000000.0,,2020
Bankbazaar,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,3800000.0,Series D,2020
