Company,Location,Sector,About,Amount,Stage,Funding Year
Unbox Robotics,Bengaluru,Ai Startup,Unbox Robotics builds ondemand AIdriven warehouse robotics solutions which can be deployed using limited footprint time and capital,1200000.0,Pre-series A,2021
Upgrad,Mumbai,Edtech,UpGrad is an online higher education platform,120000000.0,,2021
Lead School,Mumbai,Edtech,LEAD School offers technology based school transformation system that assures excellent learning for every child,30000000.0,Series D,2021
Bizongo,Mumbai,B2B E-Commerce,Bizongo is a businesstobusiness online marketplace for packaging products,51000000.0,Series C,2021
Fypmoney,Gurugram,Fintech,FypMoney is Digital NEO Bank for Teenagers empowering them with financial literacy and ease of secured financial transactions,2000000.0,Seed,2021
Urban Company,New Delhi,Home Services,Urban Company Formerly UrbanClap is a home and beauty services platform in India Middle East Singapore and Australia,188000000.0,,2021
Comofi Medtech,Bengaluru,Healthtech,Comofi Medtech is a healthcare robotics startup,200000.0,,2021
Qube Health,Mumbai,Healthtech,Indias Most Respected Workplace Healthcare Management Company,0.0,Pre-series A,2021
Vitra.Ai,Bengaluru,Tech Startup,Vitraai is an AIbased video translation platform,0.0,,2021
Taikee,Mumbai,E-Commerce,Taikee is the ISOcertified B2B ecommerce platform of PeelWorks enabling better lives for corner stores,1000000.0,,2021
Fitterfly,Mumbai,Healthtech,Fitterfly offers customized and personalized wellness programs for diabetes PCOS pregnancy weight loss pediatric and nutrition,3000000.0,Pre-series A,2021
Freestand,New Delhi,B2B Service,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns,100000.0,,2021
Mydentalplan,Bengaluru,Helathcare,My Dental Plan provides dental care packages and services,700000.0,Seed,2021
Freyr Energy,Hyderabad,Renewable Energy,Freyr Energy is a company that provides full service solar provider based in Hyderabad India,2000000.0,,2021
Dealshare,Jaipur,E-Commerce,DealShare is a Social Commerce Startup,9000000.0,,2021
Tessolve,Bengaluru,Electronics,Tessolve Semiconductor offers engineering in semiconductor design testproduct engineering failure analysis systems design,40000000.0,,2021
Smart Joules,New Delhi,Renewable Energy,Smart Joules is an energy management company,49000000.0,,2021
Orai,Bengaluru,It Startup,AIPowered Robotic Virtual Assistant RVA for Amplifying Performance of Poor quality leads and bring more MQL and SQL,400000.0,Pre-series A,2021
Ixambee,New Delhi,Edtech,ixamBee is to provide best online learning experience for preparation of competitive exams,300000.0,Seed,2021
Coinswitch Kuber,Bengaluru,Fintech,CoinSwitch Kuber is an Indiabased cryptocurrency exchange platform,25000000.0,Series B,2021
Razorpay,Bengaluru,Fintech,Razorpay is a platform that enables businesses to accept process and disburse payments,160000000.0,Series E,2021
Uable,Bengaluru,Edtech,Uable offers role based programmes to empower children to explore different domains,0.0,Seed,2021
Zfw Hospitality,New Delhi,Food & Beverages,Creating a sustainable and scalable cloud kitchen network,150000.0,Pre-seed,2021
Optimized Electrotech,Ahmadabad,Aeorspace,Long distance multispectral Surveillance Equipment for Defense Aerospace Critical Asset Protection,1800000.0,Pre-series A,2021
Northern Arc,Chennai,Fintech,Northern Arc Capital is a NonBanking Finance Company that provides borrows with access to debt investors,5000000.0,,2021
Chara,Bengaluru,Deep Tech,A scalable cloudcontrolled and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies,850000.0,Seed,2021
Sirona Hygiene,New Delhi,Healthtech,Solving unaddressed Intimate  Menstrual Hygiene issues with our awardwinning innovative  modern products,3000000.0,Series A,2021
Pristyn Care,Gurugram,Healthtech,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,53000000.0,Series D,2021
Trulymadly,New Delhi,Dating,Trulymadly is a dating platform that uses a match making algorithm,2000000.0,Pre-series A,2021
Vidyakul,Gurugram,Edtech,Vidyakul is an vernacular elearning platform that helps state board students to learn academics via prerecorded and live lectures,500000.0,Seed,2021
Jambox Games,Bengaluru,Gaming,A competitive game publishing platform to help developers in India and Southeast Asia to publish their games and compete with the global incumbents,1100000.0,Seed,2021
Miko,Mumbai,Robotics,Miko is an advanced robotics startup focusing on robotics AI  IoT,6000000.0,,2021
Superk,"Small Towns, Andhra Pradesh",Retail,SuperK is a fullstack solution to empower small format retail stores in India,800000.0,Seed,2021
Tagz Foods,Bengaluru,Food,TagZ Foods is a supplier of snacks and food products,500000.0,Pre-series A,2021
Fuel Buddy,New Delhi,Oil And Energy,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel FUELDELIVERY APP,1000000.0,,2021
M1Xchange,Gurugram,Fintech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis,10000000.0,,2021
Spintly,Goa,Tech Startup,Wireless cloud based access control platform,500000.0,,2021
Ef Polymer,Rajsamand,Agritech,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield,200000.0,,2021
Boat,New Delhi,Electronics,boAt is a consumer electronics and lifestyle company,6000000.0,,2021
Trunativ,Mumbai,Food & Beverages,TruNativ Foods  Beverages Pvt Ltd,0.0,Seed,2021
Ibus,Bengaluru,Telecommuncation,iBus Networks is an inbuilding connectivity solutions company,21000000.0,,2021
Puresh Daily,Ranchi,Milk Startup,PUREandFRESMilk delivers fresh milk directly from its farm to home Fresh Milk without any trace of chemicals is packed and sealed in glass bottle,100000.0,Seed,2021
Learnvern,Ahmadabad,Edtech,LearnVerncom is a training portal where anyone can learn any course in vernacular languages for free,1000000.0,,2021
Limechat,"Faridabad, Haryana",Ai Chatbot,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI,7500000.0,Seed,2021
Dybo,Bengaluru,It,Product Visualisation Technology for Commerce,100000.0,Seed,2021
Moeving,Gurugram,Logistics,Delivering clean costeffective and efficient mobility solutions,1000000.0,Seed,2021
Wework India,Bengaluru,Hospitality,Transform buildings into beautiful collaborative workspaces and provide infrastructure services events and tech,26000000.0,,2021
Solethreads,Gurugram,Fashion,SOLETHREADS is a Made in India footwear brand thats creating a flip flop revolution,1000000.0,Series A,2021
Beldara,Mumbai,E-Commerce,BELDARACOM IS A GLOBAL B2B marketplace enables businesses to sell worldwide,7400000.0,,2021
Credflow,New Delhi,Fintech,CredFlow provides financial solutions to automate your cashflows,2000000.0,Seed,2021
Do Your Thng,Gurugram,Marketing,Worlds first shared economy platform for digital assets,1500000.0,,2021
Oye Rickshaw,Gurugram,Transportation,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app,3000000.0,,2021
Legitquest,New Delhi,Legaltech,LegitQuest is a legaltech company that operates a legal research platform with Indian case laws,600000.0,,2021
Swiggy,Bengaluru,Food Delivery,Swiggy is an ondemand food delivery platform that brings food from neighborhood restaurants directly to customers doors,800000000.0,,2021
Antwak,Bengaluru,Edtech,AntWak provides a video platform for elearning service,0.0,Seed,2021
Playshifu,Bengaluru,Edtech,PlayShifu is an EdTech startup that offers teachinglearning tools for kids 412 years of age,17000000.0,Series B,2021
Pitstop,Bengaluru,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles,3500000.0,Pre-series B,2021
Lendingkart,Gujarat,Fintech,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans,15000000.0,Debt,2021
Cred,Bengaluru,Fintech,CRED is a membersonly credit card management and bill payments platform that rewards users every time they pay their credit card bills,215000000.0,Series D,2021
Karnival,Bengaluru,Saas Startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2500000.0,Seed,2021
Pharmeasy,Mumbai,Healthtech,PharmEasy is a health tech startup offering services such as teleconsultation medicine deliveries and diagnostic test sample collection,350000000.0,Series E,2021
Wess,Mumbai,Renewable Energy,Waaree is Indias Largest Solar Module Manufacturer  fastest growing EPC company with Presence across 68 countries,2000000.0,Seed,2021
Shopse,Mumbai,Fintech,Make purchases online or at neighborhood store in easy EMIs through ShopSe,5500000.0,,2021
Fantasy Akhada,Gurugram,Fantasy Sports,Fantasy Akhada offers fantasy sports platform for cricket and football,600000.0,,2021
Rage Coffee,New Delhi,Food & Beverages,Rage Coffee is infused with plant based vitamins These 100 natural extracts are typically found in foods,0.0,Pre-series A,2021
Groww,Bengaluru,Fintech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds,83000000.0,Series D,2021
Avanti Finance,Bengaluru,Fintech,Avanti Finance lends relatively large but trustbased loans without formal credit footprint,26000000.0,Series A,2021
Kudos,Pune,Fintech,Kudos is a full stack NBFC a digital lending engine with an inbuilt API lending protocol layer of over 20 APIs,0.0,Pre-series A,2021
Ofbusiness,Gurugram,Fintech,OfBusiness is a financing platform that offers smart financing to SMEs,110000000.0,,2021
Superpro.Ai,Bengaluru,Video Communication,Enabling independent professionals to bring offline consulting online with AI,3000000.0,Seed,2021
Sharechat,Bengaluru,Social Media,ShareChat is a social networking and regional content platform,500000000.0,,2021
Wit-Ace,Gurugram,Skill Development,Offer accelerated career experiences for women by Enabling Engaging  Employing them to be in decision making roles,1000000.0,Seed,2021
Spinny,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hasslefree transactions,65000000.0,Series C,2021
Alteria Capital,Mumbai,Fintech,Alteria Capital is a Venture debt firm ,150000000000.0,Debt,2021
Safexpay,Thane,Fintech,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,6000000.0,,2021
Pumpumpum,Gurugram,Rental,Pumpumpum is a car rental company,700000.0,Pre-series A,2021
Speciale Invest,Bengaluru,Fintech,Speciale Invest is an early stage investor focusing on TechdrivenDeeptech ventures,10000000.0,,2021
Eunimart,Hyderabad,E-Commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally,700000.0,Pre-series A,2021
Meesho,Bengaluru,E-Commerce,Meesho operates as an online reselling platform that enables anyone to start a business without investment,300000000.0,,2021
Careerlabs,Bengaluru,Edtech,Aim to help students become futureready setting them on a path to success that suits them best,2200000.0,,2021
Uable,Bengaluru,Edtech,Uable are on a bold mission to redefine the future for millions of teenagers around the world,35000000.0,Pre-series A,2021
Zoko,Bengaluru,Tech Startup,Zoko makes it easy for businesses to do Sales Marketing  Customer Support on WhatsApp,140000000.0,Seed,2021
Getwork,Gurugram,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once,200000.0,Seed,2021
Easebuzz,Pune,E-Commerce,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store,4000000.0,Series A,2021
Chingari,Bengaluru,Social Media,Chingari operates as a short video platform,13000000.0,,2021
Dusminute,Bengaluru,Retail,DusMinute aims to transform how communities live by giving them access to worldclass amenities at their doorstep,1100000.0,Pre-series A,2021
Onsurity,Bengaluru,Healthcare,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses,0.0,,2021
Karbon Card,Bengaluru,Fintech,Prime objective is to empower Indian startups by creating the right financial products starting with a highlimit corporate credit card with unlimited benefits,0.0,,2021
Factors.Ai,Bengaluru,Saas Startup,FactorsAI is a Marketing Analytics platform providing sophisticated omnichannel everytouch attribution technology and unparalleled performance insights for Marketers,2000000.0,,2021
Elevar,Mumbai,Sports,A Revolutionary Sports Brand Engineered For Those Who Want More,2000000.0,,2021
Studio Sirah,Bengaluru,Computer Games,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore Indiafirst games,800000.0,,2021
Oto Capital,Mumbai,Fintech,The Future Of Vehicle Ownership,6000000.0,,2021
1Bridge,Bengaluru,Consumer Goods,Village Commerce Network  Bridging Aspirations Creating Opportunities Bringing Prosperity  Abundance to our village,2500000.0,,2021
Skeps,Gurugram,Fintech,A blockchain products company developing a proprietary product in the FinTech space,9500000.0,,2021
Curefoods,Bengaluru,Food & Beverages,Healthy  nutritious foods and cold pressed juices produced in Edinburgh Currently distributing wholesale within the Edinburgh region,13000000.0,,2021
Tartansense,Bengaluru,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision,5000000.0,,2021
Bewakoof,Mumbai,Apparel & Fashion,Bewakoof is a lifestyle fashion brand that makes creative distinctive fashion for the trendy contemporary Indian,8000000.0,,2021
Kirana247,New Delhi,Logistics & Supply Chain,An ondemand FMCG supply chain company leveraging a deep techenabled micro warehousing model to serve Kirana stores,1000000.0,,2021
Fanplay,Bengaluru,Computer Games,A real money game app specializing in trivia games,1200000.0,,2021
Neodocs,Mumbai,Healthtech,Neodocs is a part of Indias prominent Social Impact Accelerator program AISEA,0.0,,2021
Isgoingonline,Cochin,Retail,Kochibased digital catalogue and marketplace IsGoingOnline,200000.0,,2021
Camp K12,Gurugram,Edtech,Camp K12 is a global online school for 21st century skills teaching Coding and other STEAM subjects to kids age 618 via LIVE interactive gamified online sessions,12000000.0,,2021
Elda Health,Bengaluru,Healthcare,Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical mental and social interventions,1500000.0,,2021
Sporjo,Mumbai,Sportstech,A one stop destination to build a successful career in the Indian sports industry,2000000.0,,2021
Advantage Club,Mumbai,Hrtech,Advantage Club is Indias largest employee engagement platform Provide end to end employee benefit management with state of the art products like,1700000.0,,2021
Supergaming,Pune,Gaming,At SuperGaming building Indias best gaming company,5500000.0,,2021
Ruptok,New Delhi,Fintech,Ruptok fintech Pvt Ltd is an online gold loan service provider  with attractive interests rate ,1000000.0,,2021
Tartansense,Bengaluru,Information Technology,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision,5000000.0,Series A,2021
Kirana247,New Delhi,Logistics & Supply Chain,An ondemand FMCG supply chain company leveraging a deep techenabled micro warehousing model to serve Kirana stores,1000000.0,Pre-series A,2021
Neodocs,Mumbai,Healthtech,Neodocs is a part of Indias prominent Social Impact Accelerator program AISEA,0.0,Pre-seed,2021
Isgoingonline,Cochin,Retail,Kochibased digital catalogue and marketplace IsGoingOnline,200000.0,Pre-series A,2021
Camp K12,Gurugram,Edtech,Camp K12 is a global online school for 21st century skills teaching Coding and other STEAM subjects to kids age 618 via LIVE interactive gamified online sessions,12000000.0,Series A,2021
Elda Health,Bengaluru,Healthcare,Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical mental and social interventions,1500000.0,Seed,2021
Sporjo,Mumbai,Sportstech,A one stop destination to build a successful career in the Indian sports industry,2000000.0,Pre-series A,2021
Supergaming,Pune,Gaming,At SuperGaming building Indias best gaming company,5500000.0,Series A,2021
O’ Be Cocktails,Bengaluru,Wine & Spirits,Indias first and only Ready to Drink Premium Cocktails,400000.0,,2021
Zetwerk,Bengaluru,Mechanical & Industrial Engineering,ZETWERK is a universal manufacturing network powered by newage technology,150000000.0,Series E,2021
Appsforbharat,Bengaluru,Spiritual,A mission to assist a billion Indians in their spiritual journey and help them feel happier peaceful  more content,4000000.0,Seed,2021
Imagimake,Mumbai,Consumer Goods,Imagimake  one of the fastest growing and most innovative startup in the field of Toys Games  Artist Supplies,0.0,,2021
Khatabook,Bengaluru,Financial Services,Khatabook is the worlds fastestgrowing Saas company It has become Indias leading business management app for MSMEs with 50M downloads in a remarkably short period of time,100000000.0,Series C,2021
Smytten,Gurugram,Consumer Goods,Indias largest premium discovery and trial platform,6000000.0,Series A,2021
Syook,Bengaluru,Industrial Automation,Syook is building the next generation enterprise IOT platform,1000000.0,Series A,2021
Akudo,Bengaluru,Fintech,Akudo is pioneering the concept of LearningFirst Banking for Teenagers,0.0,Pre-seed,2021
Noto,Mumbai,Consumer Goods,A healthy lowcalorie ice cream for the millennial Indian with an incurable sweet tooth,500000.0,Pre-series A,2021
Lumiq,Noida,Information Technology,Help enterprises monetize their data and reinvent the digital transformation journey,2000000.0,Seed,2021
Commerceup,Gurugram,Information Technology,Grow and manage ecommerce business from single dashboard,0.0,Seed,2021
Breathe Well-Being,Gurugram,Health,Help people to prevent manage or reverse Type 2 Diabetes through our clinically proven digital program,5500000.0,Series A,2021
Hike,New Delhi,Information Technology,Hike is an Indian AIled Unicorn startup that is committed to building a new social future,0.0,,2021
House Of Kieraya,Bengaluru,Lifestyle,House of Kieraya wellknown for furniture and lifestyle rental brand Furlenco,15000000.0,,2021
Goegonetwork,Pune,Automotive,goEgo is a complete E Mobility charging solution that combines engagement rewards  adoption through a mix of online and offline channels,2000000.0,,2021
Probus,New Delhi,Iot,A mission to increase the per capita consumption of electricity in India by 10X which is presently 13 of global average by reducing the distribution losses in Indian electricity distribution grid,500000.0,Bridge,2021
Drinkprime,Bengaluru,Consumer Goods,Indias Smartest Water Purifiers and are redefining water purifier ownership,1000000.0,,2021
Smart Express,Mumbai,Logistics,Indias Most Innovative and Awarded Express Logistics Company,10000000.0,Seed,2021
Smallcase,Bengaluru,Fintech,Smallcase is a new way to invest in the stock markets,40000000.0,Series C,2021
Satya Microcapital,New Delhi,Banking,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas,10000000.0,,2021
Snack Amor,Mumbai,Food & Beverages,Snack Amor aims is to offer a healthy natural and tasty snacking experience to its customers,0.0,,2021
Postman,Bengaluru,Computer Software,Postman is the collaboration platform for API development,225000000.0,Series D,2021
Hashnode,Bengaluru,Computer Software,The easiest way to start a blog on personal domain for free  connect with the readers through our dev community,6700000.0,Series A,2021
Racenergy,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies,1300000.0,Seed+,2021
Bharatpe,New Delhi,Fintech,The vision to make financial inclusion a reality for Indian merchants,20000000.0,Debt,2021
Gyde,Pune,Computer Software,Gyde is a SAAS product that enables enterprises  SAAS companies to guide their application web  mobile users with stepbystep voice assistance bytesized training videos  rich help articles,250000.0,Seed,2021
Batterypool,Pune,Automotive,Building the Operating System for managing Electric Vehicles in fleets,0.0,Seed,2021
Agnext,Chandigarh,Agritech,AgNext is a fastgrowing AgTech company that aims to solve quality and trust in food value chains by making them safer transparent and fairer,21000000.0,Series A,2021
Xpresslane,Bengaluru,Tech Startup,Xpresslane makes checkout fast and easy With a unified identity across all ecommerce merchants it brings efficiency and perfection in the overall checkout experience of the user,400000.0,Pre-seed,2021
Loankuber,New Delhi,Digital Mortgage,LoanKuber is the lowest cost lender to Yestto be Bankable  enabling borrowing with trust and confidence,1200000.0,Pre-series A,2021
Oyo,Gurugram,Hospitality,OYO is a global travel tech company that connects its patrons and guests,5000000.0,Series F2,2021
Rapido,Bengaluru,Information Technology & Services,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities,52000000.0,,2021
Ypay,Noida,Fintech,YPay Card is the new way to manage money,400000.0,,2021
Sleepycat,Mumbai,Furniture,An online sleep solutions company that believes in delivering luxurious sleep to everyone,3800000.0,,2021
Ultrahuman,Bengaluru,Healthcare,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential,17500000.0,,2021
Upscalio,Gurugram,E-Commerce,UpScalio is Indias next generation datadriven consumer goods company,42000000.0,,2021
Yellow Class,Gurugram,Edtech,Yellow Class is a newage funlearning platform where kids between 212 years can learn from a wide range of classes like dancing drawing personality development creative writing and so on,6000000.0,,2021
Yojak,Gurugram,B2B Marketplace,Indias first B2B online marketplace for building material,3800000.0,,2021
Creatorstack,Bengaluru,Computer Software,Helping creators globally to engage deeply with their fans and communities,2000000.0,,2021
Expertrons,Mumbai,Edtech,The worlds largest AI Videobot platform providing futuristic solutions for businesses  colleges and employment,2300000.0,,2021
Rage Coffee,New Delhi,Food & Beverages,Rage Coffee is a digitally native FMCG company that manufactures markets  distributes innovative coffee products,5000000.0,,2021
Klub,Bengaluru,Financial Services,Klub was founded with the vision of revolutionizing growth capital for Asias most loved brandsa,20000000.0,,2021
Navia Life Care,New Delhi,Healtcare,Navia Life Care is a health technlogy company with a special focus on patient care,1000000.0,,2021
1K Kirana Bazaar,Gurugram,Retail,Indias First and Largest Network of SmallTown Kirana Stores,7000000.0,,2021
Zupee,Gurugram,Gaming,Mission to improve peoples lives by improving their learning ability skills and mental aptitude through scientifically designed mental exercises applications,30000000.0,,2021
Locale.Ai,Bengaluru,Location Analytics,Location Analytics for Companies With Moving Assets and Ground Operations,1000000.0,,2021
Verse Innovation,Bengaluru,Media,The core of the company VerSe Innovation is the idea that technology can help bridge the digital divide,450000000.0,,2021
Metroride,Bengaluru,Transportation,Urban Mobility Affordable Punctual  Sustainable,0.0,,2021
Miko,Mumbai,Consumer Electronics,Miko is an advanced robotics startup founded by three IIT Bombay postgraduates on the pillars of robotics AI  IoT,28000000.0,,2021
Whiz League,New Delhi,Edtech,Revolutionizing learning experience that goes beyond academia,300000.0,,2021
Hash,New Delhi,Tobacco,Hash is a new startup in consumer goods,3500000.0,,2021
Unacademy,Bengaluru,Edtech,Unacademy aims to build the worlds largest online knowledge repository for multilingual education,0.0,,2021
Log 9 Materials,Bengaluru,Deeptech,Log9 Materials is on a mission to make global energy 100 clean,8500000.0,Series A+,2021
Upgrad,Mumbai,Edtech,upGrad is Indias largest online higher education company providing programs in Data Science Technology Management and Law to students working professionals and enterprises,25000000.0,,2021
Flashprep,Bengaluru,Edtech,FlashPrep is the smart way to master learning,500000.0,Pre-seed,2021
Kenko Health,Mumbai,Insuretech,A unique healthcare financing solution focusing on ROI affordability and superior customer experience,1700000.0,Pre-series A,2021
Wiz Freight,Chennai,Logistics & Supply Chain,Wiz is a techenabled freight forwarding platform We make global shipping efficient hasslefree and highly visible for businesses,3500000.0,Seed,2021
Credgenics,New Delhi,Financial Services,Credgenics is Indias first of its kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital,25000000.0,Series A,2021
Bluelearn,Goa,Edtech,Building Indias largest student community Learn network and grow together with 40000 students,400000.0,Pre-seed,2021
Nimblebox.Ai,Chennai,Mlops Platform,A fullstack MLOps platform built to create  launch multicloud apps on the cloud,1000000.0,Seed,2021
Pickrr,Gurugram,Logistics & Supply Chain,Indias 1st Virtual Logistics solution catering to Global BrandsSMEsOnline sellersAmazonSellers,12000000.0,Series B,2021
Stellaris Venture Partners,Bengaluru,Venture Capital,Earlystage tech VC in India,225000000.0,,2021
Grip Invest,Gurugram,Financial Services,Grip offers investment opportunities to invest in physical assets leased to corporates to earn fixed monthly returns,3000000.0,Series A,2021
Heads Up For Tails,New Delhi,Pet Care,A one stop shop for all pet products with paw prints all across India we design manufacture and customize stylish,37000000.0,Series A,2021
Blue Tokai Coffee Roasters,New Delhi,Food & Beverages,Source roast and brew Indias best singleorigin Arabica coffee,2000000.0,Pre-series B,2021
Neeman,Hyderabad,Consumer Goods,Indias first Startup to use the worlds most revolutionary Natural  Renewable fibers in Footwear,2000000.0,Series A,2021
Bharatpe,New Delhi,Fintech,BharatPe launched Indias first UPI interoperable QR code first ZERO MDR payment acceptance service and first UPI payment backed merchant cash advance service,370000000.0,Series E,2021
Gosats,Bengaluru,Fintech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants,700000.0,Seed,2021
Stockgro,Bengaluru,Fintech,Making Investment Social Indias First Social Trading Platform,5000000.0,Pre-series A,2021
Onsurity,Bengaluru,Healthcare,Onsurity is a HealthTech  Employee Benefits organization disrupting the SME and startup healthcare market with technology and innovation,16000000.0,Series A,2021
Khabri,Gurugram,Media,Khabri is Indias fastest growing vernacular audio platform targeted at next billion internet users,2000000.0,Pre-series A,2021
Celcius,Mumbai,Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,,2021
Ayurythm,Bengaluru,Healthcare,AyuRythm is the worlds first completely digital solution for personalized holistic wellness based on Ayurvedic principles,0.0,Seed,2021
Enguru,Bengaluru,Edtech,Enguru provides a personalized  gamified English learning solution to prepare young adults for the workplace,0.0,Pre-series A,2021
Rocket Skills,Gurugram,Edtech,Rocket Skills is the 1 Platform for learning skills which will bring a high positive impact on your business and life skills,200000.0,Pre-seed,2021
Renewbuy,Gurugram,Fintech,Simplify insurance and aim to take it to the last Indian through our digitally enabled POSP advisors,10000000.0,Series C,2021
Faarms,Bengaluru,Agritech,FAARMS is a new age digital platform which aims to offer a onestop solution to farmers,2000000.0,Seed,2021
Urbanmatrix Technologies,Chennai,Drone,Helping Industries  Organizations to seamlessly adopt drones in their workflow to elevate efficiency  profitability,100000.0,,2021
Jupiter,Mumbai,Banking,A digital banking experience that keeps pace with you and helps master money too,44000000.0,Series B,2021
Pixuate,Bengaluru,Deeptech,Pixuate enables intelligent business process automation through advanced computer vision AI and machine learning,1000000.0,Seed,2021
Playo,Bengaluru,Sportstech,Playo is a one stop destination app for all things sports,500000.0,Pre-series A,2021
Toothsi,Mumbai,Health,Indias first and largest at home smile makeover service using invisible aligners,20000000.0,Series B,2021
Soothe Healthcare,New Delhi,Consumer Goods,Soothe is a consumer goods company engaged in manufacture marketing  distribution of Personal Hygiene products,10000000.0,Series C,2021
Goodmeetings,Bengaluru,Computer Software,AIBased Platform Built Exclusively for Remote Selling,1700000.0,Series A,2021
Apnaklub,Bengaluru,Wholesale,Apnaklub is Indias most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing betterthanindustry margins,3500000.0,Seed,2021
Chefkart,Gurugram,Consumer Goods,ChefKart is an end to end kitchen aide that plans shops and cooks for you in your home kitchen,300000.0,Pre-seed,2021
Fashinza,Gurugram,Apparel & Fashion,A newage supply chain and product development platform for the fashion industry,20000000.0,Series A,2021
Fabheads,Chennai,Industrial Automation,Fabheads is a hardware startup creating automation equipment to manufacture highend carbon fiber parts,0.0,Pre-series A,2021
Quickshift,Pune,Logistics & Supply Chain,Helping D2C brands scale with our AI powered Dashboard that manages Inventory Order Processing WMS Shipping Customer Support,770000.0,Seed,2021
Stackbox,Bengaluru,Logistics & Supply Chain,DISTRIBUTION SIMPLIFIED,1200000.0,,2021
Medprime Technologies,Thane,Healthcare,MedPrime Technologies is a medical device company dedicated to developing the best customercentric solutions for the healthcare needs of the world,0.0,Seed,2021
Infra.Market,Thane,Construction,InfraMarket is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem,125000000.0,Series D,2021
Collegedekho,Gurugram,E-Learning,Collegedekhocom is Students Partner Friend  Confidante To Help Him Take a Decision and Move On to His Career Goals,35000000.0,Series B,2021
Box8,Mumbai,Food & Beverages,Indias Largest Desi Meals Brand,40000000.0,,2021
Simpl,Bengaluru,Consumer Services,Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through oneclick checkout personalized PoS credit and intelligent loyalty rewards,40000000.0,Series B,2021
8I Ventures,Mumbai,Venture Capital & Private Equity,8i is a Mumbai  Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India,50000000.0,,2021
Payglocal,Bengaluru,Financial Services,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,Series A,2021
Curefit,Bengaluru,"Health, Wellness & Fitness",Tata Digitalbacked Curefit,145000000.0,,2021
Pocket Fm,Bengaluru,Ott,Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks stories and podcasts from the most diverse creator community,22000000.0,Series B,2021
Charge+Zone,Vadodara,Automotive,CHARGEZONE is a techdriven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smartgrid network,10000000.0,,2021
Planetspark,Gurugram,Education Management,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,Series B,2021
Lendenclub,Mumbai,Financial Services,P2P lending platform delivering high returns of up to 12 pa for 5 years to investors,10000000.0,Series A,2021
Cometchat,Mumbai,Computer Software,Voice video  text chat SDKs APIs  Plugins for Developers,10000000.0,Series A,2021
Agrostar,Pune,Agritech,AgroStar is one of Indias foremost AgTech startups working on the mission of HelpingFarmersWin,70000000.0,Series D,2021
Bizongo,Mumbai,Information Technology & Services,Bizongo is Indias largest B2B platform for madetoorder products,100000000.0,Series D,2021
Probus Insurance,Mumbai,Insurance,Probus Insurance is a leading InsurTech platform in India,6700000.0,,2021
Moengage,Bengaluru,Software Startup,Insightsled customer engagement platform for the customerobsessed marketers  product owners,30000000.0,Series D,2021
